,record,n_roi,min_t,max_t,min_f,max_f,dt,df,APD,Family,Order,Biotope,id,sound_id,gen,species
213,432472,61,11.796900495,11.872373864,2538.462,5406.593,0.0755,2868.132,-74.51,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
214,432472,62,11.904719593,12.023320602,2373.626,5010.989,0.1186,2637.363,-72.85,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
215,432472,63,12.12035779,12.228176888,2472.527,4252.747,0.1078,1780.22,-64.29,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
216,432472,64,12.238958798,12.303650257,2538.462,4780.22,0.0647,2241.758,-68.79,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
217,432472,65,12.314432167,12.368341716,2802.198,4615.385,0.0539,1813.187,-64.72,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
218,432472,66,12.379123626,12.422251266,2406.593,3791.209,0.0431,1384.615,-66.04,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
219,432472,67,12.465378905,12.508506544,2274.725,4153.846,0.0431,1879.121,-66.54,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
220,432472,68,12.530070364,12.583979913,2340.659,4615.385,0.0539,2274.725,-72.01,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
221,432472,69,12.77805429,12.864309569,2175.824,5208.791,0.0863,3032.967,-71.55,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
222,432472,70,13.047602036,13.133857315,2175.824,4186.813,0.0863,2010.989,-67.8,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
223,432472,71,13.279413098,13.349495512,2505.495,4318.681,0.0701,1813.187,-66.98,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
224,432472,72,13.403405061,13.45731461,3098.901,4285.714,0.0539,1186.813,-75.37,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
225,432472,73,13.50044225,13.619043258,2109.89,4153.846,0.1186,2043.956,-67.75,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
226,432472,74,13.662170897,13.769989995,2175.824,4912.088,0.1078,2736.264,-71.71,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
227,432472,75,13.814121561,13.87881302,2142.857,3989.011,0.0647,1846.154,-77.5,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
228,432472,76,13.921940659,13.986632118,2043.956,3890.11,0.0647,1846.154,-74.54,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
229,432472,77,14.018977848,14.137578856,2282.209,3533.742,0.1186,1251.534,-70.09,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
230,432472,78,14.19687936,14.310089413,2350.266,3460.123,0.1132,1109.856,-67.4,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
231,432472,79,14.353217053,14.461036151,2208.589,3460.123,0.1078,1251.534,-72.8,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
232,432472,80,14.487990926,14.53650952,1987.73,3386.503,0.0485,1398.773,-70.36,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
233,432472,81,14.55807334,14.665892438,1939.726,4010.959,0.1078,2071.233,-74.66,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
234,432472,82,14.698238167,14.752147717,1761.773,4055.402,0.0539,2293.629,-75.85,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
235,432472,83,14.773711536,14.816839176,1662.05,4421.053,0.0431,2759.003,-79.17,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
236,432472,84,14.892312545,15.075605012,1994.46,3490.305,0.1833,1495.845,-70.63,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
237,432472,85,15.134905516,15.210378885,1562.327,4121.884,0.0755,2559.557,-76.69,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
238,432472,86,15.258897479,15.593136684,2393.352,5085.873,0.3342,2692.521,-66.44,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
239,432472,87,15.679391963,15.744083422,4753.463,6116.343,0.0647,1362.881,-72.37,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
240,432472,88,15.765647242,15.819556791,1927.978,4520.776,0.0539,2592.798,-72.25,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
241,432472,89,15.830338701,15.86268443,1994.46,4720.222,0.0323,2725.762,-76.88,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
242,432472,90,15.87346634,15.927375889,2193.906,4819.945,0.0539,2626.039,-78.26,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
243,432472,91,15.927375889,15.981285438,2127.424,5019.391,0.0539,2891.967,-77.78,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
244,432472,92,16.013631168,16.045976897,2060.942,5152.355,0.0323,3091.413,-76.81,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
245,432472,93,16.045976897,16.078322627,2227.147,5318.56,0.0323,3091.413,-72.35,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
246,432472,94,16.110668356,16.143014086,1927.978,5650.97,0.0323,3722.992,-68.72,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
247,432472,95,16.175359815,16.250833184,2027.701,4055.402,0.0755,2027.701,-61.9,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
248,432472,96,16.304742734,16.380216102,2094.183,5252.078,0.0755,3157.895,-67.63,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
249,432472,97,16.628200029,16.692891488,1994.46,4720.222,0.0647,2725.762,-69.07,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
250,432472,98,16.833056316,16.951657324,2227.147,4254.848,0.1186,2027.701,-69.25,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
251,432472,99,17.027130693,17.081040242,2326.87,4487.535,0.0539,2160.665,-67.35,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
252,432472,100,17.102604062,17.145731701,2260.388,4587.258,0.0431,2326.87,-68.28,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
253,432472,101,17.285896529,17.318242258,2260.388,3789.474,0.0323,1529.086,-67.82,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
254,432472,102,17.329024168,17.382933718,2260.388,3756.233,0.0539,1495.845,-70.32,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
